,gender,path,emotion
41,male,data/CREMA-D\1001_IWL_DIS_XX.wav,disgust
42,male,data/CREMA-D\1001_IWL_FEA_XX.wav,fear
43,male,data/CREMA-D\1001_IWL_HAP_XX.wav,happy
44,male,data/CREMA-D\1001_IWL_NEU_XX.wav,neutral
45,male,data/CREMA-D\1001_IWL_SAD_XX.wav,sad
46,male,data/CREMA-D\1001_IWW_ANG_XX.wav,angry
47,male,data/CREMA-D\1001_IWW_DIS_XX.wav,disgust
48,male,data/CREMA-D\1001_IWW_FEA_XX.wav,fear
49,male,data/CREMA-D\1001_IWW_HAP_XX.wav,happy
50,male,data/CREMA-D\1001_IWW_NEU_XX.wav,neutral
51,male,data/CREMA-D\1001_IWW_SAD_XX.wav,sad
52,male,data/CREMA-D\1001_MTI_ANG_XX.wav,angry
53,male,data/CREMA-D\1001_MTI_DIS_XX.wav,disgust
54,male,data/CREMA-D\1001_MTI_FEA_XX.wav,fear
55,male,data/CREMA-D\1001_MTI_HAP_XX.wav,happy
56,male,data/CREMA-D\1001_MTI_NEU_XX.wav,neutral
57,male,data/CREMA-D\1001_MTI_SAD_XX.wav,sad
58,male,data/CREMA-D\1001_TAI_ANG_XX.wav,angry
59,male,data/CREMA-D\1001_TAI_DIS_XX.wav,disgust
60,male,data/CREMA-D\1001_TAI_FEA_XX.wav,fear
61,male,data/CREMA-D\1001_TAI_HAP_XX.wav,happy
62,male,data/CREMA-D\1001_TAI_NEU_XX.wav,neutral
63,male,data/CREMA-D\1001_TAI_SAD_XX.wav,sad
64,male,data/CREMA-D\1001_TIE_ANG_XX.wav,angry
65,male,data/CREMA-D\1001_TIE_DIS_XX.wav,disgust
66,male,data/CREMA-D\1001_TIE_FEA_XX.wav,fear
67,male,data/CREMA-D\1001_TIE_HAP_XX.wav,happy
68,male,data/CREMA-D\1001_TIE_NEU_XX.wav,neutral
69,male,data/CREMA-D\1001_TIE_SAD_XX.wav,sad
70,male,data/CREMA-D\1001_TSI_ANG_XX.wav,angry
71,male,data/CREMA-D\1001_TSI_DIS_XX.wav,disgust
72,male,data/CREMA-D\1001_TSI_FEA_XX.wav,fear
73,male,data/CREMA-D\1001_TSI_HAP_XX.wav,happy
74,male,data/CREMA-D\1001_TSI_NEU_XX.wav,neutral
75,male,data/CREMA-D\1001_TSI_SAD_XX.wav,sad
76,male,data/CREMA-D\1001_WSI_ANG_XX.wav,angry
77,male,data/CREMA-D\1001_WSI_DIS_XX.wav,disgust
78,male,data/CREMA-D\1001_WSI_FEA_XX.wav,fear
79,male,data/CREMA-D\1001_WSI_HAP_XX.wav,happy
80,male,data/CREMA-D\1001_WSI_NEU_XX.wav,neutral
81,male,data/CREMA-D\1001_WSI_SAD_XX.wav,sad
82,female,data/CREMA-D\1002_DFA_ANG_XX.wav,angry
83,female,data/CREMA-D\1002_DFA_DIS_XX.wav,disgust
84,female,data/CREMA-D\1002_DFA_FEA_XX.wav,fear
85,female,data/CREMA-D\1002_DFA_HAP_XX.wav,happy
86,female,data/CREMA-D\1002_DFA_NEU_XX.wav,neutral
87,female,data/CREMA-D\1002_DFA_SAD_XX.wav,sad
88,female,data/CREMA-D\1002_IEO_ANG_HI.wav,angry
89,female,data/CREMA-D\1002_IEO_ANG_LO.wav,angry
90,female,data/CREMA-D\1002_IEO_ANG_MD.wav,angry
91,female,data/CREMA-D\1002_IEO_DIS_HI.wav,disgust
92,female,data/CREMA-D\1002_IEO_DIS_LO.wav,disgust
93,female,data/CREMA-D\1002_IEO_DIS_MD.wav,disgust
94,female,data/CREMA-D\1002_IEO_FEA_HI.wav,fear
95,female,data/CREMA-D\1002_IEO_FEA_LO.wav,fear
96,female,data/CREMA-D\1002_IEO_FEA_MD.wav,fear
97,female,data/CREMA-D\1002_IEO_HAP_HI.wav,happy
98,female,data/CREMA-D\1002_IEO_HAP_LO.wav,happy
99,female,data/CREMA-D\1002_IEO_HAP_MD.wav,happy
100,female,data/CREMA-D\1002_IEO_NEU_XX.wav,neutral
101,female,data/CREMA-D\1002_IEO_SAD_HI.wav,sad
102,female,data/CREMA-D\1002_IEO_SAD_LO.wav,sad
103,female,data/CREMA-D\1002_IEO_SAD_MD.wav,sad
104,female,data/CREMA-D\1002_IOM_ANG_XX.wav,angry
105,female,data/CREMA-D\1002_IOM_DIS_XX.wav,disgust
106,female,data/CREMA-D\1002_IOM_FEA_XX.wav,fear
107,female,data/CREMA-D\1002_IOM_HAP_XX.wav,happy
108,female,data/CREMA-D\1002_IOM_NEU_XX.wav,neutral
109,female,data/CREMA-D\1002_IOM_SAD_XX.wav,sad
110,female,data/CREMA-D\1002_ITH_ANG_XX.wav,angry
111,female,data/CREMA-D\1002_ITH_DIS_XX.wav,disgust
112,female,data/CREMA-D\1002_ITH_FEA_XX.wav,fear
113,female,data/CREMA-D\1002_ITH_HAP_XX.wav,happy
114,female,data/CREMA-D\1002_ITH_NEU_XX.wav,neutral
115,female,data/CREMA-D\1002_ITH_SAD_XX.wav,sad
116,female,data/CREMA-D\1002_ITS_ANG_XX.wav,angry
117,female,data/CREMA-D\1002_ITS_DIS_XX.wav,disgust
118,female,data/CREMA-D\1002_ITS_FEA_XX.wav,fear
119,female,data/CREMA-D\1002_ITS_HAP_XX.wav,happy
120,female,data/CREMA-D\1002_ITS_NEU_XX.wav,neutral
121,female,data/CREMA-D\1002_ITS_SAD_XX.wav,sad
122,female,data/CREMA-D\1002_IWL_ANG_XX.wav,angry
123,female,data/CREMA-D\1002_IWL_DIS_XX.wav,disgust
124,female,data/CREMA-D\1002_IWL_FEA_XX.wav,fear
125,female,data/CREMA-D\1002_IWL_HAP_XX.wav,happy
126,female,data/CREMA-D\1002_IWL_NEU_XX.wav,neutral
127,female,data/CREMA-D\1002_IWL_SAD_XX.wav,sad
128,female,data/CREMA-D\1002_IWW_ANG_XX.wav,angry
129,female,data/CREMA-D\1002_IWW_DIS_XX.wav,disgust
130,female,data/CREMA-D\1002_IWW_FEA_XX.wav,fear
131,female,data/CREMA-D\1002_IWW_HAP_XX.wav,happy
132,female,data/CREMA-D\1002_IWW_NEU_XX.wav,neutral
133,female,data/CREMA-D\1002_IWW_SAD_XX.wav,sad
134,female,data/CREMA-D\1002_MTI_ANG_XX.wav,angry
135,female,data/CREMA-D\1002_MTI_DIS_XX.wav,disgust
136,female,data/CREMA-D\1002_MTI_FEA_XX.wav,fear
137,female,data/CREMA-D\1002_MTI_HAP_XX.wav,happy
138,female,data/CREMA-D\1002_MTI_NEU_XX.wav,neutral
139,female,data/CREMA-D\1002_MTI_SAD_XX.wav,sad
140,female,data/CREMA-D\1002_TAI_ANG_XX.wav,angry
141,female,data/CREMA-D\1002_TAI_DIS_XX.wav,disgust
142,female,data/CREMA-D\1002_TAI_FEA_XX.wav,fear
143,female,data/CREMA-D\1002_TAI_HAP_XX.wav,happy
144,female,data/CREMA-D\1002_TAI_NEU_XX.wav,neutral
145,female,data/CREMA-D\1002_TAI_SAD_XX.wav,sad
146,female,data/CREMA-D\1002_TIE_ANG_XX.wav,angry
147,female,data/CREMA-D\1002_TIE_DIS_XX.wav,disgust
148,female,data/CREMA-D\1002_TIE_FEA_XX.wav,fear
149,female,data/CREMA-D\1002_TIE_HAP_XX.wav,happy
150,female,data/CREMA-D\1002_TIE_SAD_XX.wav,sad
151,female,data/CREMA-D\1002_TSI_ANG_XX.wav,angry
152,female,data/CREMA-D\1002_TSI_DIS_XX.wav,disgust
153,female,data/CREMA-D\1002_TSI_FEA_XX.wav,fear
154,female,data/CREMA-D\1002_TSI_HAP_XX.wav,happy
155,female,data/CREMA-D\1002_TSI_NEU_XX.wav,neutral
156,female,data/CREMA-D\1002_TSI_SAD_XX.wav,sad
157,female,data/CREMA-D\1002_WSI_ANG_XX.wav,angry
158,female,data/CREMA-D\1002_WSI_DIS_XX.wav,disgust
159,female,data/CREMA-D\1002_WSI_FEA_XX.wav,fear
160,female,data/CREMA-D\1002_WSI_HAP_XX.wav,happy
161,female,data/CREMA-D\1002_WSI_NEU_XX.wav,neutral
162,female,data/CREMA-D\1002_WSI_SAD_XX.wav,sad
163,female,data/CREMA-D\1003_DFA_ANG_XX.wav,angry
164,female,data/CREMA-D\1003_DFA_DIS_XX.wav,disgust
165,female,data/CREMA-D\1003_DFA_FEA_XX.wav,fear
166,female,data/CREMA-D\1003_DFA_HAP_XX.wav,happy
167,female,data/CREMA-D\1003_DFA_NEU_XX.wav,neutral
168,female,data/CREMA-D\1003_DFA_SAD_XX.wav,sad
169,female,data/CREMA-D\1003_IEO_ANG_HI.wav,angry
170,female,data/CREMA-D\1003_IEO_ANG_LO.wav,angry
171,female,data/CREMA-D\1003_IEO_ANG_MD.wav,angry
172,female,data/CREMA-D\1003_IEO_DIS_HI.wav,disgust
173,female,data/CREMA-D\1003_IEO_DIS_LO.wav,disgust
174,female,data/CREMA-D\1003_IEO_DIS_MD.wav,disgust
175,female,data/CREMA-D\1003_IEO_FEA_HI.wav,fear
176,female,data/CREMA-D\1003_IEO_FEA_LO.wav,fear
177,female,data/CREMA-D\1003_IEO_FEA_MD.wav,fear
178,female,data/CREMA-D\1003_IEO_HAP_HI.wav,happy
179,female,data/CREMA-D\1003_IEO_HAP_LO.wav,happy
180,female,data/CREMA-D\1003_IEO_HAP_MD.wav,happy
181,female,data/CREMA-D\1003_IEO_NEU_XX.wav,neutral
182,female,data/CREMA-D\1003_IEO_SAD_HI.wav,sad
183,female,data/CREMA-D\1003_IEO_SAD_LO.wav,sad
184,female,data/CREMA-D\1003_IEO_SAD_MD.wav,sad
185,female,data/CREMA-D\1003_IOM_ANG_XX.wav,angry
186,female,data/CREMA-D\1003_IOM_DIS_XX.wav,disgust
187,female,data/CREMA-D\1003_IOM_FEA_XX.wav,fear
188,female,data/CREMA-D\1003_IOM_HAP_XX.wav,happy
189,female,data/CREMA-D\1003_IOM_NEU_XX.wav,neutral
190,female,data/CREMA-D\1003_IOM_SAD_XX.wav,sad
191,female,data/CREMA-D\1003_ITH_ANG_XX.wav,angry
192,female,data/CREMA-D\1003_ITH_DIS_XX.wav,disgust
193,female,data/CREMA-D\1003_ITH_FEA_XX.wav,fear
194,female,data/CREMA-D\1003_ITH_HAP_XX.wav,happy
195,female,data/CREMA-D\1003_ITH_NEU_XX.wav,neutral
196,female,data/CREMA-D\1003_ITH_SAD_XX.wav,sad
197,female,data/CREMA-D\1003_ITS_ANG_XX.wav,angry
198,female,data/CREMA-D\1003_ITS_DIS_XX.wav,disgust
199,female,data/CREMA-D\1003_ITS_FEA_XX.wav,fear
200,female,data/CREMA-D\1003_ITS_HAP_XX.wav,happy
201,female,data/CREMA-D\1003_ITS_NEU_XX.wav,neutral
202,female,data/CREMA-D\1003_ITS_SAD_XX.wav,sad
203,female,data/CREMA-D\1003_IWL_ANG_XX.wav,angry
204,female,data/CREMA-D\1003_IWL_DIS_XX.wav,disgust
205,female,data/CREMA-D\1003_IWL_FEA_XX.wav,fear
206,female,data/CREMA-D\1003_IWL_HAP_XX.wav,happy
207,female,data/CREMA-D\1003_IWL_NEU_XX.wav,neutral
208,female,data/CREMA-D\1003_IWL_SAD_XX.wav,sad
209,female,data/CREMA-D\1003_IWW_ANG_XX.wav,angry
210,female,data/CREMA-D\1003_IWW_DIS_XX.wav,disgust
211,female,data/CREMA-D\1003_IWW_FEA_XX.wav,fear
212,female,data/CREMA-D\1003_IWW_HAP_XX.wav,happy
213,female,data/CREMA-D\1003_IWW_NEU_XX.wav,neutral
214,female,data/CREMA-D\1003_IWW_SAD_XX.wav,sad
215,female,data/CREMA-D\1003_MTI_ANG_XX.wav,angry
216,female,data/CREMA-D\1003_MTI_DIS_XX.wav,disgust
217,female,data/CREMA-D\1003_MTI_FEA_XX.wav,fear
218,female,data/CREMA-D\1003_MTI_HAP_XX.wav,happy
219,female,data/CREMA-D\1003_MTI_NEU_XX.wav,neutral
220,female,data/CREMA-D\1003_MTI_SAD_XX.wav,sad
221,female,data/CREMA-D\1003_TAI_ANG_XX.wav,angry
222,female,data/CREMA-D\1003_TAI_DIS_XX.wav,disgust
223,female,data/CREMA-D\1003_TAI_FEA_XX.wav,fear
224,female,data/CREMA-D\1003_TAI_HAP_XX.wav,happy
225,female,data/CREMA-D\1003_TAI_NEU_XX.wav,neutral
226,female,data/CREMA-D\1003_TAI_SAD_XX.wav,sad
227,female,data/CREMA-D\1003_TIE_ANG_XX.wav,angry
228,female,data/CREMA-D\1003_TIE_DIS_XX.wav,disgust
229,female,data/CREMA-D\1003_TIE_FEA_XX.wav,fear
230,female,data/CREMA-D\1003_TIE_HAP_XX.wav,happy
231,female,data/CREMA-D\1003_TIE_NEU_XX.wav,neutral
232,female,data/CREMA-D\1003_TIE_SAD_XX.wav,sad
233,female,data/CREMA-D\1003_TSI_ANG_XX.wav,angry
234,female,data/CREMA-D\1003_TSI_DIS_XX.wav,disgust
235,female,data/CREMA-D\1003_TSI_FEA_XX.wav,fear
236,female,data/CREMA-D\1003_TSI_HAP_XX.wav,happy
237,female,data/CREMA-D\1003_TSI_NEU_XX.wav,neutral
238,female,data/CREMA-D\1003_TSI_SAD_XX.wav,sad
239,female,data/CREMA-D\1003_WSI_ANG_XX.wav,angry
240,female,data/CREMA-D\1003_WSI_DIS_XX.wav,disgust
241,female,data/CREMA-D\1003_WSI_FEA_XX.wav,fear
242,female,data/CREMA-D\1003_WSI_HAP_XX.wav,happy
243,female,data/CREMA-D\1003_WSI_NEU_XX.wav,neutral
244,female,data/CREMA-D\1003_WSI_SAD_XX.wav,sad
245,female,data/CREMA-D\1004_DFA_ANG_XX.wav,angry
246,female,data/CREMA-D\1004_DFA_DIS_XX.wav,disgust
247,female,data/CREMA-D\1004_DFA_FEA_XX.wav,fear
248,female,data/CREMA-D\1004_DFA_HAP_XX.wav,happy
249,female,data/CREMA-D\1004_DFA_NEU_XX.wav,neutral
250,female,data/CREMA-D\1004_DFA_SAD_XX.wav,sad
251,female,data/CREMA-D\1004_IEO_ANG_HI.wav,angry
252,female,data/CREMA-D\1004_IEO_ANG_LO.wav,angry
253,female,data/CREMA-D\1004_IEO_ANG_MD.wav,angry
254,female,data/CREMA-D\1004_IEO_DIS_HI.wav,disgust
255,female,data/CREMA-D\1004_IEO_DIS_LO.wav,disgust
256,female,data/CREMA-D\1004_IEO_DIS_MD.wav,disgust
257,female,data/CREMA-D\1004_IEO_FEA_HI.wav,fear
258,female,data/CREMA-D\1004_IEO_FEA_LO.wav,fear
259,female,data/CREMA-D\1004_IEO_FEA_MD.wav,fear
260,female,data/CREMA-D\1004_IEO_HAP_HI.wav,happy
261,female,data/CREMA-D\1004_IEO_HAP_LO.wav,happy
262,female,data/CREMA-D\1004_IEO_HAP_MD.wav,happy
263,female,data/CREMA-D\1004_IEO_NEU_XX.wav,neutral
264,female,data/CREMA-D\1004_IEO_SAD_HI.wav,sad
265,female,data/CREMA-D\1004_IEO_SAD_LO.wav,sad
266,female,data/CREMA-D\1004_IEO_SAD_MD.wav,sad
267,female,data/CREMA-D\1004_IOM_ANG_XX.wav,angry
268,female,data/CREMA-D\1004_IOM_DIS_XX.wav,disgust
269,female,data/CREMA-D\1004_IOM_FEA_XX.wav,fear
270,female,data/CREMA-D\1004_IOM_HAP_XX.wav,happy
271,female,data/CREMA-D\1004_IOM_NEU_XX.wav,neutral
272,female,data/CREMA-D\1004_IOM_SAD_XX.wav,sad
273,female,data/CREMA-D\1004_ITH_ANG_XX.wav,angry
274,female,data/CREMA-D\1004_ITH_DIS_XX.wav,disgust
275,female,data/CREMA-D\1004_ITH_FEA_XX.wav,fear
276,female,data/CREMA-D\1004_ITH_HAP_XX.wav,happy
277,female,data/CREMA-D\1004_ITH_NEU_XX.wav,neutral
278,female,data/CREMA-D\1004_ITH_SAD_XX.wav,sad
279,female,data/CREMA-D\1004_ITS_ANG_XX.wav,angry
280,female,data/CREMA-D\1004_ITS_DIS_XX.wav,disgust
281,female,data/CREMA-D\1004_ITS_FEA_XX.wav,fear
282,female,data/CREMA-D\1004_ITS_HAP_XX.wav,happy
283,female,data/CREMA-D\1004_ITS_NEU_XX.wav,neutral
284,female,data/CREMA-D\1004_ITS_SAD_XX.wav,sad
285,female,data/CREMA-D\1004_IWL_ANG_XX.wav,angry
286,female,data/CREMA-D\1004_IWL_DIS_XX.wav,disgust
287,female,data/CREMA-D\1004_IWL_FEA_XX.wav,fear
288,female,data/CREMA-D\1004_IWL_HAP_XX.wav,happy
289,female,data/CREMA-D\1004_IWL_NEU_XX.wav,neutral
290,female,data/CREMA-D\1004_IWL_SAD_XX.wav,sad
291,female,data/CREMA-D\1004_IWW_ANG_XX.wav,angry
292,female,data/CREMA-D\1004_IWW_DIS_XX.wav,disgust
293,female,data/CREMA-D\1004_IWW_FEA_XX.wav,fear
294,female,data/CREMA-D\1004_IWW_HAP_XX.wav,happy
295,female,data/CREMA-D\1004_IWW_NEU_XX.wav,neutral
296,female,data/CREMA-D\1004_IWW_SAD_XX.wav,sad
297,female,data/CREMA-D\1004_MTI_ANG_XX.wav,angry
298,female,data/CREMA-D\1004_MTI_DIS_XX.wav,disgust
299,female,data/CREMA-D\1004_MTI_FEA_XX.wav,fear
300,female,data/CREMA-D\1004_MTI_HAP_XX.wav,happy
301,female,data/CREMA-D\1004_MTI_NEU_XX.wav,neutral
302,female,data/CREMA-D\1004_MTI_SAD_XX.wav,sad
303,female,data/CREMA-D\1004_TAI_ANG_XX.wav,angry
304,female,data/CREMA-D\1004_TAI_DIS_XX.wav,disgust
305,female,data/CREMA-D\1004_TAI_FEA_XX.wav,fear
306,female,data/CREMA-D\1004_TAI_HAP_XX.wav,happy
307,female,data/CREMA-D\1004_TAI_NEU_XX.wav,neutral
308,female,data/CREMA-D\1004_TAI_SAD_XX.wav,sad
309,female,data/CREMA-D\1004_TIE_ANG_XX.wav,angry
310,female,data/CREMA-D\1004_TIE_DIS_XX.wav,disgust
311,female,data/CREMA-D\1004_TIE_FEA_XX.wav,fear
312,female,data/CREMA-D\1004_TIE_HAP_XX.wav,happy
313,female,data/CREMA-D\1004_TIE_NEU_XX.wav,neutral
314,female,data/CREMA-D\1004_TIE_SAD_XX.wav,sad
315,female,data/CREMA-D\1004_TSI_ANG_XX.wav,angry
316,female,data/CREMA-D\1004_TSI_DIS_XX.wav,disgust
317,female,data/CREMA-D\1004_TSI_FEA_XX.wav,fear
318,female,data/CREMA-D\1004_TSI_HAP_XX.wav,happy
319,female,data/CREMA-D\1004_TSI_NEU_XX.wav,neutral
320,female,data/CREMA-D\1004_TSI_SAD_XX.wav,sad
321,female,data/CREMA-D\1004_WSI_ANG_XX.wav,angry
322,female,data/CREMA-D\1004_WSI_DIS_XX.wav,disgust
323,female,data/CREMA-D\1004_WSI_FEA_XX.wav,fear
324,female,data/CREMA-D\1004_WSI_HAP_XX.wav,happy
325,female,data/CREMA-D\1004_WSI_NEU_XX.wav,neutral
326,female,data/CREMA-D\1004_WSI_SAD_XX.wav,sad
327,male,data/CREMA-D\1005_DFA_ANG_XX.wav,angry
328,male,data/CREMA-D\1005_DFA_DIS_XX.wav,disgust
329,male,data/CREMA-D\1005_DFA_FEA_XX.wav,fear
330,male,data/CREMA-D\1005_DFA_HAP_XX.wav,happy
331,male,data/CREMA-D\1005_DFA_NEU_XX.wav,neutral
332,male,data/CREMA-D\1005_DFA_SAD_XX.wav,sad
333,male,data/CREMA-D\1005_IEO_ANG_HI.wav,angry
334,male,data/CREMA-D\1005_IEO_ANG_LO.wav,angry
335,male,data/CREMA-D\1005_IEO_ANG_MD.wav,angry
336,male,data/CREMA-D\1005_IEO_DIS_HI.wav,disgust
337,male,data/CREMA-D\1005_IEO_DIS_LO.wav,disgust
338,male,data/CREMA-D\1005_IEO_DIS_MD.wav,disgust
339,male,data/CREMA-D\1005_IEO_FEA_HI.wav,fear
340,male,data/CREMA-D\1005_IEO_FEA_LO.wav,fear
341,male,data/CREMA-D\1005_IEO_FEA_MD.wav,fear
342,male,data/CREMA-D\1005_IEO_HAP_HI.wav,happy
343,male,data/CREMA-D\1005_IEO_HAP_LO.wav,happy
344,male,data/CREMA-D\1005_IEO_HAP_MD.wav,happy
345,male,data/CREMA-D\1005_IEO_NEU_XX.wav,neutral
346,male,data/CREMA-D\1005_IEO_SAD_HI.wav,sad
347,male,data/CREMA-D\1005_IEO_SAD_LO.wav,sad
348,male,data/CREMA-D\1005_IEO_SAD_MD.wav,sad
349,male,data/CREMA-D\1005_IOM_ANG_XX.wav,angry
350,male,data/CREMA-D\1005_IOM_DIS_XX.wav,disgust
351,male,data/CREMA-D\1005_IOM_FEA_XX.wav,fear
352,male,data/CREMA-D\1005_IOM_HAP_XX.wav,happy
353,male,data/CREMA-D\1005_IOM_NEU_XX.wav,neutral
354,male,data/CREMA-D\1005_IOM_SAD_XX.wav,sad
355,male,data/CREMA-D\1005_ITH_ANG_XX.wav,angry
356,male,data/CREMA-D\1005_ITH_DIS_XX.wav,disgust
357,male,data/CREMA-D\1005_ITH_FEA_XX.wav,fear
358,male,data/CREMA-D\1005_ITH_HAP_XX.wav,happy
359,male,data/CREMA-D\1005_ITH_NEU_XX.wav,neutral
360,male,data/CREMA-D\1005_ITH_SAD_XX.wav,sad
361,male,data/CREMA-D\1005_ITS_ANG_XX.wav,angry
362,male,data/CREMA-D\1005_ITS_DIS_XX.wav,disgust
363,male,data/CREMA-D\1005_ITS_FEA_XX.wav,fear
364,male,data/CREMA-D\1005_ITS_HAP_XX.wav,happy
365,male,data/CREMA-D\1005_ITS_NEU_XX.wav,neutral
366,male,data/CREMA-D\1005_ITS_SAD_XX.wav,sad
367,male,data/CREMA-D\1005_IWL_ANG_XX.wav,angry
368,male,data/CREMA-D\1005_IWL_DIS_XX.wav,disgust
369,male,data/CREMA-D\1005_IWL_FEA_XX.wav,fear
370,male,data/CREMA-D\1005_IWL_HAP_XX.wav,happy
371,male,data/CREMA-D\1005_IWL_NEU_XX.wav,neutral
372,male,data/CREMA-D\1005_IWL_SAD_XX.wav,sad
373,male,data/CREMA-D\1005_IWW_ANG_XX.wav,angry
374,male,data/CREMA-D\1005_IWW_DIS_XX.wav,disgust
375,male,data/CREMA-D\1005_IWW_FEA_XX.wav,fear
376,male,data/CREMA-D\1005_IWW_HAP_XX.wav,happy
377,male,data/CREMA-D\1005_IWW_NEU_XX.wav,neutral
378,male,data/CREMA-D\1005_IWW_SAD_XX.wav,sad
379,male,data/CREMA-D\1005_MTI_ANG_XX.wav,angry
380,male,data/CREMA-D\1005_MTI_DIS_XX.wav,disgust
381,male,data/CREMA-D\1005_MTI_FEA_XX.wav,fear
382,male,data/CREMA-D\1005_MTI_HAP_XX.wav,happy
383,male,data/CREMA-D\1005_MTI_NEU_XX.wav,neutral
384,male,data/CREMA-D\1005_MTI_SAD_XX.wav,sad
385,male,data/CREMA-D\1005_TAI_ANG_XX.wav,angry
386,male,data/CREMA-D\1005_TAI_DIS_XX.wav,disgust
387,male,data/CREMA-D\1005_TAI_FEA_XX.wav,fear
388,male,data/CREMA-D\1005_TAI_HAP_XX.wav,happy
389,male,data/CREMA-D\1005_TAI_NEU_XX.wav,neutral
390,male,data/CREMA-D\1005_TAI_SAD_XX.wav,sad
391,male,data/CREMA-D\1005_TIE_ANG_XX.wav,angry
392,male,data/CREMA-D\1005_TIE_DIS_XX.wav,disgust
393,male,data/CREMA-D\1005_TIE_FEA_XX.wav,fear
394,male,data/CREMA-D\1005_TIE_HAP_XX.wav,happy
395,male,data/CREMA-D\1005_TIE_NEU_XX.wav,neutral
396,male,data/CREMA-D\1005_TIE_SAD_XX.wav,sad
397,male,data/CREMA-D\1005_TSI_ANG_XX.wav,angry
398,male,data/CREMA-D\1005_TSI_DIS_XX.wav,disgust
399,male,data/CREMA-D\1005_TSI_FEA_XX.wav,fear
400,male,data/CREMA-D\1005_TSI_HAP_XX.wav,happy
401,male,data/CREMA-D\1005_TSI_NEU_XX.wav,neutral
402,male,data/CREMA-D\1005_TSI_SAD_XX.wav,sad
403,male,data/CREMA-D\1005_WSI_ANG_XX.wav,angry
404,male,data/CREMA-D\1005_WSI_DIS_XX.wav,disgust
405,male,data/CREMA-D\1005_WSI_FEA_XX.wav,fear
406,male,data/CREMA-D\1005_WSI_HAP_XX.wav,happy
407,male,data/CREMA-D\1005_WSI_NEU_XX.wav,neutral
408,male,data/CREMA-D\1005_WSI_SAD_XX.wav,sad
409,female,data/CREMA-D\1006_DFA_ANG_XX.wav,angry
410,female,data/CREMA-D\1006_DFA_DIS_XX.wav,disgust
411,female,data/CREMA-D\1006_DFA_FEA_XX.wav,fear
412,female,data/CREMA-D\1006_DFA_HAP_XX.wav,happy
413,female,data/CREMA-D\1006_DFA_NEU_XX.wav,neutral
414,female,data/CREMA-D\1006_DFA_SAD_XX.wav,sad
415,female,data/CREMA-D\1006_IEO_ANG_HI.wav,angry
416,female,data/CREMA-D\1006_IEO_ANG_LO.wav,angry
417,female,data/CREMA-D\1006_IEO_ANG_MD.wav,angry
418,female,data/CREMA-D\1006_IEO_DIS_HI.wav,disgust
